List_price,Address,Beds,Baths,Living_sqft,Status,Time on Redfin,Property Type,HOA Dues,Year Built,Est. Mo. Payment,Price/Sq.Ft.,Drought_Score,Walk_score,Neighbourhood_Homes,Transit_score,Groceries_stores,Services,Emergency,Shopping,Food_and_Drink,Schools,Competitive_Score,page_view_count,page_fav_count_30,page_fav_all_time_count,has_supercenter,has_major_indian_grocery,has_major_entertainment,has_indian_restaurant,has_chinese_restaurant,has_mexican_restaurant,has_boba,has_starbucks,property_url,has_healthcare_support,has_mall
"10,88,000","403 N 12th St,SAN JOSE, CA 95112",2.0,2.0,1092.0,,,Single,,1908.0,"$6,099",$996,,76,7.0,56.0,12,68,10,20,55,"[{'Grant Elementary School': '2', 'Peter Burnett Middle School': '4', 'San Jose High School': '3'}]",93.0,,,,1,0,1,1,0,1,1,0,https://www.redfin.com//CA/San-Jose/403-N-12th-St-95112/home/1399209,0,0
"14,99,000","5808 Alcazar Dr,SAN JOSE, CA 95123",4.0,2.0,1516.0,,,Single,,1965.0,"$8,403",$989,,57,1.0,57.0,9,82,1,24,67,"[{'Allen At Steinbeck School': '3', 'Castillero Middle School': '6', 'Gunderson High School': '4'}]",92.0,"1,393",72.0,156.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/5808-Alcazar-Dr-95123/home/985979,0,1
"26,88,000","13335 Quito Rd,SARATOGA, CA 95070",6.0,3.0,2752.0,Active,7.0,Single,,1995.0,"$15,068",$977,,18,17.0,50.0,7,85,3,19,62,"[{'Marshall Lane Elementary School': '8', 'Rolling Hills Middle School': '7', 'Forest Hill Elementary School': '9', 'Gussie M. Baker Elementary School': '7', ""Saint Andrew's Episcopal School"": '-', 'Moreland Middle School': '6', 'Westmont High School': '7'}]",93.0,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Saratoga/13335-Quito-Rd-95070/home/1431800,0,0
"11,99,000","2539 Huran Ct,SAN JOSE, CA 95122",4.0,2.5,1868.0,Active,7.0,Single,,1981.0,"$6,721",$642,,70,1.0,51.0,12,60,2,24,85,"[{'Katherine R. Smith Elementary School': '2', 'George V. Leyva Intermediate School': '4', 'Silver Creek High School': '8'}]",92.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/2539-Huran-Ct-95122/home/1627177,0,1
"31,98,000","6477 Dartmoor Way,SAN JOSE, CA 95129",5.0,3.0,3133.0,,,Single,,1960.0,"$17,927","$1,021",,31,3.0,61.0,7,73,4,17,67,"[{'John Muir Elementary School': '9', 'Joaquin Miller Middle School': '9', 'Lynbrook High School': '10'}]",92.0,"5,449",303.0,304.0,1,1,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/6477-Dartmoor-Way-95129/home/1697131,0,0
"25,50,000","2744 Lansford Ave,SAN JOSE, CA 95125",4.0,2.5,2436.0,Active,7.0,Single,,1954.0,"$14,294","$1,047",,62,10.0,62.0,5,90,3,20,41,"[{'Schallenberger Elementary School': '5', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",96.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/2744-Lansford-Ave-95125/home/873410,0,1
"10,48,000","581 Continental Dr,SAN JOSE, CA 95111",4.0,2.0,1260.0,,,Single,,1958.0,"$5,875",$832,,21,1.0,,9,74,3,24,64,"[{'Christopher Elementary School': '5', 'Davis (caroline) Intermediate School': '3', 'Andrew P. Hill High School': '4'}]",92.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/581-Continental-Dr-95111/home/979451,0,0
"13,99,000","2430 Old Crest Pl,SAN JOSE, CA 95132",4.0,2.0,1234.0,,,Single,,1976.0,"$7,842","$1,134",,52,2.0,52.0,11,59,3,21,81,"[{'Cherrywood Elementary School': '6', 'Sierramont Middle School': '7', 'Independence High School': '6'}]",92.0,"1,495",59.0,17.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/2430-Old-Crest-Pl-95132/home/647137,0,1
"18,18,000","1187 Krebs Ct,San Jose, CA 95131",4.0,2.5,1802.0,Active,7.0,Single,$50/month,1988.0,"$10,241","$1,009",,10,36.0,57.0,8,41,1,15,64,"[{'Vinci Park Elementary School': '8', 'Morrill Middle School': '6', 'Independence High School': '6'}]",93.0,"2,437",99.0,7.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/1187-Krebs-Ct-95131/home/1484992,0,0
"13,99,000","4856 Birmingham Dr,SAN JOSE, CA 95136",4.0,2.5,2124.0,Active,7.0,Single,,1970.0,"$7,842",$659,,17,54.0,65.0,7,81,5,17,71,"[{'Rachel Carson Elementary School': '4', 'John Muir Middle School': '5', 'Gunderson High School': '4'}]",91.0,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/4856-Birmingham-Dr-95136/home/869990,0,0
"14,90,000","1171 Greenbriar Ave,SAN JOSE, CA 95128",3.0,2.0,1463.0,,,Single,,1956.0,"$8,352","$1,018",,71,1.0,,5,74,1,16,41,"[{'Castlemont Elementary School': '6', 'Monroe Middle School': '4', 'Heritage Academy': '-', 'Primary Plus Elementary School': '-', 'Rosemary Elementary School': '4', 'Campbell Adult And Community Education': '-', 'Pioneer Family Academy': '-', 'Del Mar High School': '5'}]",93.0,,,,1,0,0,0,0,1,1,1,https://www.redfin.com//CA/San-Jose/1171-Greenbriar-Ave-95128/home/721510,0,0
"10,49,999","3707 Victorian Pines Pl,SAN JOSE, CA 95117",2.0,2.5,1499.0,Active,7.0,Townhouse,$420,1987.0,"$6,306",$700,,45,1.0,69.0,7,53,1,15,63,"[{'Lynhaven Elementary School': '5', 'Monroe Middle School': '4', 'The Harker School': '-', 'West Valley Middle School': '-', 'Beginning Steps To Independence': '-', 'Golden State Academy': '-', 'The Harker School | Middle School': '-', 'Del Mar High School': '5'}]",92.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/3707-Victorian-Pines-Pl-95117/home/1739363,0,0
"10,99,888","5150 Calicowood Pl,SAN JOSE, CA 95111",3.0,2.0,1091.0,,,Single,,1978.0,"$6,165","$1,008",,34,1.0,63.0,7,69,2,24,54,"[{'Santa Teresa Elementary School': '6', 'Bernal Intermediate School': '6', 'Oak Grove High School': '5'}]",92.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/5150-Calicowood-Pl-95111/home/1472016,0,1
"17,98,000","1649 Forman Ave,SAN JOSE, CA 95124",3.0,2.0,1656.0,Active,7.0,Single,,1959.0,"$10,079","$1,086",,32,5.0,,10,89,3,29,48,"[{'Oster Elementary School': '8', 'Dartmouth Middle School': '7', 'Branham High School': '8'}]",92.0,"2,833",164.0,167.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1649-Forman-Ave-95124/home/701991,0,0
"42,50,000","12731 Chaparral Ave,SARATOGA, CA 95070",4.0,4.5,3585.0,,,Single,,2022.0,"$23,824","$1,185",,34,8.0,64.0,7,93,3,26,66,"[{'Gussie M. Baker Elementary School': '7', 'Moreland Middle School': '6', 'Prospect High School': '7'}]",90.0,"4,945",144.0,572.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/SAN-JOSE/12731-CHAPARRAL-AVE-95130/home/1427178,0,1
"28,95,000","6059 Whitehaven Ct,SAN JOSE, CA 95138",4.0,3.0,2695.0,Active,7.0,Single,$175,1998.0,"$16,403","$1,074",,7,14.0,,5,36,4,13,36,"[{'Silver Oak Elementary School': '9', 'Chaboya Middle School': '8', 'Silver Creek High School': '8'}]",91.0,,,,1,0,0,0,1,0,0,1,https://www.redfin.com//CA/San-Jose/6059-Whitehaven-Ct-95138/home/1053802,0,1
"14,78,000","4063 Alberstone Dr,SAN JOSE, CA 95130",5.0,2.5,2286.0,,,Duplex,,1962.0,"$8,285",$647,,62,6.0,62.0,8,90,2,27,64,"[{'Latimer Elementary School': '6', 'Moreland Middle School': '6', 'Westmont High School': '7'}]",92.0,"2,200",99.0,8.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/4063-Alberstone-Dr-95130/home/1023240,0,1
"25,98,000","3087 Mattique Dr,SAN JOSE, CA 95135",4.0,3.0,2663.0,Active,8.0,Single,,1996.0,"$14,563",$976,,47,3.0,60.0,11,65,18,24,62,"[{'Evergreen Elementary School': '7', 'Chaboya Middle School': '8', 'Evergreen Valley High School': '9'}]",91.0,"2,689",76.0,10.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/3087-Mattique-Dr-95135/home/1781088,0,1
"21,98,888","2068 Via Deste,CAMPBELL, CA 95008",3.0,3.0,1620.0,Active,8.0,Single,,1960.0,"$12,326","$1,357",,49,30.0,58.0,7,75,1,21,56,"[{'Gussie M. Baker Elementary School': '7', 'Moreland Middle School': '6', 'Westmont High School': '7'}]",92.0,"1,463",54.0,13.0,1,0,1,0,1,1,0,1,https://www.redfin.com//CA/Campbell/2068-Via-D-Este-95008/home/569596,0,0
"11,98,888","1248 Willowhaven Dr,SAN JOSE, CA 95126",2.0,2.0,1142.0,,,Single,,1978.0,"$6,720","$1,050",,62,75.0,62.0,5,60,1,14,31,"[{'Blackford Elementary School': '3', 'Monroe Middle School': '4', 'San Jose Montessori School': '-', 'Eitz Chaim Academy': '-', 'Sherman Oaks Elementary School': '4', 'Valley Christian Elementary School': '-', 'Campbell Adult And Community Education': '-', 'Carden Day School of San Jose': '-', 'Del Mar High School': '5'}]",91.0,"2,940",134.0,252.0,1,0,1,0,0,1,0,1,https://www.redfin.com//CA/San-Jose/1248-Willowhaven-Dr-95126/home/1846287,0,0
"4,95,000","116 Monte Verano Ct,SAN JOSE, CA 95116",2.0,1.0,877.0,Active,8.0,Condo,$417,1988.0,"$3,192",$564,,26,20.0,55.0,13,80,3,21,63,"[{'Anthony P. Russo Academy': '4', 'William Sheppard Middle School': '4', 'James Lick High School': '4'}]",91.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/116-Monte-Verano-Ct-95116/home/12178205,0,1
"11,48,000","713 Dorothy Ave,SAN JOSE, CA 95125",3.0,2.0,1228.0,Active,8.0,Single,,1993.0,"$6,435",$935,,64,75.0,64.0,4,130,4,12,61,"[{'Willow Glen Elementary School': '5', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",91.0,,,,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/San-Jose/713-Dorothy-Ave-95125/home/1235637,0,0
"32,00,000","3008 Oliver Dr,SAN JOSE, CA 95135",5.0,4.0,3479.0,Active,8.0,Single,,2002.0,"$17,938",$920,,26,2.0,52.0,11,66,1,25,61,"[{'Evergreen Elementary School': '7', 'Chaboya Middle School': '8', 'Evergreen Valley High School': '9'}]",92.0,,,,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/3008-Oliver-Dr-95135/home/1787464,0,1
"23,78,000","1725 Glen Una Ave,SAN JOSE, CA 95125",4.0,3.5,2167.0,Active,8.0,Single,,1928.0,"$13,330","$1,097",,58,75.0,58.0,2,124,5,14,54,"[{'Booksin Elementary School': '8', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",91.0,,,,1,1,1,1,1,1,0,1,https://www.redfin.com//CA/San-Jose/1725-Glen-Una-Ave-95125/home/956783,0,1
"9,75,000","7727 Kilmarnok Dr,SAN JOSE, CA 95135",2.0,2.0,1804.0,Active,8.0,Condo,"$1,078",1989.0,"$6,543",$540,,0,17.0,,6,52,2,16,47,"[{'Tom Matsumoto Elementary School': '8', 'Chaboya Middle School': '8', 'Evergreen Valley High School': '9', 'Silver Creek High School': '8'}]",91.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/7727-Kilmarnok-Dr-95135/home/965457,0,1
"12,75,000","20 Sunnyslope Ave,SAN JOSE, CA 95127",3.0,2.0,1550.0,,,Single,,1940.0,"$7,147",$823,,59,58.0,59.0,11,78,2,30,49,"[{'Horace Cureton Elementary School': '4', 'Joseph George Middle School': '3', 'James Lick High School': '4'}]",91.0,"1,356",39.0,45.0,1,0,0,1,1,1,0,1,https://www.redfin.com//CA/San-Jose/20-Sunnyslope-Ave-95127/home/1235955,0,0
"29,00,000","1526 Hummingbird Pl,SAN JOSE, CA 95129",5.0,2.5,2756.0,,,Single,$163,1920.0,"$16,419","$1,052",,53,30.0,53.0,9,76,2,18,69,"[{'Blue Hills Elementary School': '9', 'Joaquin Miller Middle School': '9', 'Lynbrook High School': '10'}]",92.0,"4,780",269.0,270.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/1526-Hummingbird-Pl-95129/home/23048978,0,0
"8,99,999","559 Ezie St,SAN JOSE, CA 95111",3.0,1.5,1113.0,Active,8.0,Single,,1958.0,"$5,045",$809,,54,3.0,54.0,10,55,3,20,64,"[{'Los Arboles Elementary School': '2', 'Lairon College Preparatory Academy': '3', 'Sylvandale Middle School': '3', 'Kipp Heritage Academy': '8', 'Andrew P. Hill High School': '4'}]",91.0,"1,483",56.0,60.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/559-Ezie-St-95111/home/1065592,0,0
"11,98,000","5761 Barnswell Way,SAN JOSE, CA 95138",3.0,2.0,1488.0,,,Single,,1978.0,"$6,715",$805,,28,54.0,64.0,6,64,3,19,54,"[{'Edenvale Elementary School': '3', 'Anderson (alex) Elementary School': '4', 'Bernal Intermediate School': '6', 'Oak Grove High School': '5'}]",91.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/5761-Barnswell-Way-95138/home/975248,0,0
"6,99,950","3901 Lick Mill Blvd #143,SANTA CLARA, CA 95054",1.0,1.0,908.0,,,Condo,$407,2005.0,"$4,331",$771,,71,6.0,,3,28,4,7,44,"[{'Montague Elementary School': '4', 'Buchser Middle School': '5', 'Santa Clara High School': '6'}]",93.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/3901-Lick-Mill-Blvd-95054/unit-143/home/12177796,0,1
"11,99,950","1684 Forman Ave,SAN JOSE, CA 95124",4.0,2.0,1583.0,Active,8.0,Single,,1959.0,"$6,726",$758,,46,5.0,,8,91,4,29,42,"[{'Oster Elementary School': '8', 'Dartmouth Middle School': '7', 'Branham High School': '8'}]",92.0,"3,980",188.0,42.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1684-Forman-Ave-95124/home/1686004,0,0
"12,99,950","7117 Via Portada,SAN JOSE, CA 95135",3.0,2.0,1954.0,Active,8.0,Single,$374,1980.0,"$7,661",$665,,1,49.0,,8,59,2,19,55,"[{'Tom Matsumoto Elementary School': '8', 'Chaboya Middle School': '8', 'Evergreen Valley High School': '9', 'Silver Creek High School': '8'}]",91.0,,,,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/7117-Via-Portada-95135/home/1218702,0,1
"13,88,000","1425 Dahlia Loop,SAN JOSE, CA 95126",3.0,2.5,1367.0,Active,8.0,Single,$217,2006.0,"$7,997","$1,015",,52,1.0,52.0,5,43,2,8,47,"[{'Merritt Trace Elementary School': '4', 'Herbert Hoover Middle School': '3', 'Abraham Lincoln High School': '5'}]",93.0,"2,665",93.0,290.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/1425-Dahlia-Loop-95126/home/21496430,0,0
"19,98,000","1624 Trona Way,SAN JOSE, CA 95125",4.0,2.0,1935.0,Active,8.0,Single,,1961.0,"$11,200","$1,033",,52,10.0,52.0,9,94,3,31,43,"[{'Schallenberger Elementary School': '5', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",96.0,"1,159",82.0,14.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1624-Trona-Way-95125/home/853302,0,0
"13,99,950","1747 Clovis Ave,SAN JOSE, CA 95124",3.0,2.0,1437.0,Active,8.0,Single,,1959.0,"$7,847",$974,,54,58.0,54.0,8,105,1,26,46,"[{'Noddin Elementary School': '7', 'Union Middle School': '9', 'Leigh High School': '8'}]",91.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1747-Clovis-Ave-95124/home/918688,0,1
"16,48,000","3481/3483 Payne Ave,SAN JOSE, CA 95117",5.0,2.0,2085.0,Active,8.0,Duplex,,1961.0,"$9,238",$790,,41,1.0,64.0,9,68,23,16,50,"[{'George C. Payne Elementary School': '7', 'Moreland Middle School': '6', 'Prospect High School': '7'}]",91.0,"1,132",46.0,110.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/3481-Payne-Ave-95117/home/171948672,0,0
"12,90,000","1522 San Joaquin Ave,SAN JOSE, CA 95118",3.0,2.0,1214.0,Active,8.0,Single,,1954.0,"$7,231","$1,063",,56,10.0,56.0,10,99,2,27,47,"[{'Schallenberger Elementary School': '5', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",96.0,,,,1,0,0,0,1,0,1,1,https://www.redfin.com//CA/San-Jose/1522-San-Joaquin-Ave-95118/home/1085443,0,0
"12,88,000","715 N 11th St,SAN JOSE, CA 95112",3.0,3.5,1717.0,,,Single,$145,2014.0,"$7,365",$750,,84,7.0,53.0,8,63,7,10,48,"[{'Walter L. Bachrodt Elementary School': '3', 'Grant Elementary School': '2', 'Peter Burnett Middle School': '4', 'San Jose High School': '3'}]",93.0,,,,0,0,1,1,0,1,1,0,https://www.redfin.com//CA/San-Jose/715-N-11th-St-95112/home/57215300,0,0
"9,90,000","6546 Kaneko Dr,SAN JOSE, CA 95119",3.0,2.0,1137.0,Active,8.0,Single,,1970.0,"$5,549",$871,,29,54.0,,7,55,5,16,53,"[{'Santa Teresa Elementary School': '6', 'Bernal Intermediate School': '6', 'Santa Teresa High School': '8'}]",91.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/6546-Kaneko-Dr-95119/home/1008772,0,0
"21,98,000","1643 Shasta Ave,SAN JOSE, CA 95128",3.0,2.0,2246.0,,,Single,,1936.0,"$12,321",$979,,84,43.0,,7,87,4,11,48,"[{'Merritt Trace Elementary School': '4', 'Herbert Hoover Middle School': '3', 'Abraham Lincoln High School': '5'}]",91.0,,,,1,0,1,0,1,1,0,1,https://www.redfin.com//CA/San-Jose/1643-Shasta-Ave-95128/home/1416178,0,0
"12,99,888","2954 Sunwood Dr,SAN JOSE, CA 95111",4.0,2.0,1346.0,,,Single,,1975.0,"$7,287",$966,,65,11.0,65.0,10,51,3,20,57,"[{'Captain Jason M. Dahl Elementary School': '3', 'Sylvandale Middle School': '3', 'Andrew P. Hill High School': '4'}]",91.0,,,,0,0,1,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/2954-Sunwood-Dr-95111/home/695965,0,0
"11,49,000","645 Fernleaf Dr,MILPITAS, CA 95035",3.0,2.5,1454.0,Active,8.0,Townhouse,$250,2015.0,"$6,691",$790,,12,1.0,65.0,4,43,3,9,102,"[{'Anthony Spangler Elementary School': '7', 'Thomas Russell Middle School': '9', 'Milpitas High School': '9'}]",91.0,,,,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Milpitas/645-Fernleaf-Dr-95035/home/167191084,0,0
"8,65,888","1017 Mccreery Ave,SAN JOSE, CA 95116",3.0,2.0,1040.0,,,Single,,1988.0,"$4,854",$833,,80,3.0,62.0,14,66,3,21,68,"[{'Clyde Arbuckle Elementary School': '2', 'Lee Mathson Middle School': '4', 'Independence High School': '6'}]",91.0,,,,1,0,0,0,1,1,0,1,https://www.redfin.com//CA/San-Jose/1017-McCreery-Ave-95116/home/1266500,0,0
"12,69,000","1284 Pembridge Dr,SAN JOSE, CA 95118",3.0,2.5,1581.0,,,Single,,1960.0,"$7,113",$803,,50,28.0,50.0,9,83,1,26,60,"[{'Reed Elementary School': '6', 'John Muir Middle School': '5', 'Pioneer High School': '7'}]",90.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1284-Pembridge-Dr-95118/home/735280,0,1
"12,98,000","995 Chapman St,SAN JOSE, CA 95126",2.0,1.0,1464.0,,,Single,,1926.0,"$7,276",$887,,47,43.0,,5,53,3,4,44,"[{'Merritt Trace Elementary School': '4', 'Herbert Hoover Middle School': '3', 'Abraham Lincoln High School': '5'}]",91.0,"2,073",68.0,241.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/995-Chapman-St-95126/home/683821,0,0
"12,50,000","111 Cahill Park Dr,SAN JOSE, CA 95126",4.0,2.5,1650.0,,,Condo,$370,2004.0,"$7,377",$758,,87,29.0,68.0,8,55,6,14,46,"[{'Merritt Trace Elementary School': '4', 'Herbert Hoover Middle School': '3', 'Abraham Lincoln High School': '5'}]",91.0,"1,252",45.0,6.0,1,0,0,0,0,1,0,1,https://www.redfin.com//CA/San-Jose/111-Cahill-Park-Dr-95126/home/1598664,0,0
"7,99,000","1407 Ford Ave,SAN JOSE, CA 95110",2.0,1.0,984.0,,,Single,,1900.0,"$4,479",$812,,80,11.0,54.0,2,27,2,11,45,"[{'Ernesto Galarza Elementary School': '3', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",91.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1407-Ford-Ave-95110/home/1077066,0,0
"13,50,000","148 Clayton Ave,SAN JOSE, CA 95110",4.0,2.0,1984.0,,,Duplex,,1922.0,"$7,567",$680,,74,5.0,66.0,3,35,3,13,65,"[{'Grant Elementary School': '2', 'Peter Burnett Middle School': '4', 'Abraham Lincoln High School': '5'}]",91.0,861,26.0,27.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/148-Clayton-Ave-95110/home/1790666,0,0
"22,50,000","1571 Husted Ave,SAN JOSE, CA 95125",3.0,2.0,1888.0,Active,8.0,Single,,1953.0,"$12,612","$1,192",,47,10.0,63.0,5,81,3,19,44,"[{'Schallenberger Elementary School': '5', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",96.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1571-Husted-Ave-95125/home/1766171,0,0
"6,99,000","1401 Ford Ave,SAN JOSE, CA 95110",3.0,1.0,1193.0,Active,8.0,Single,,1900.0,"$3,918",$586,,80,11.0,54.0,2,27,2,11,46,"[{'Ernesto Galarza Elementary School': '3', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",91.0,"3,071",95.0,96.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1401-Ford-Ave-95110/home/1385297,0,0
"18,98,000","1074 Glen Echo Ave,SAN JOSE, CA 95125",3.0,1.5,1558.0,,,Single,,1951.0,"$10,639","$1,218",,64,75.0,64.0,3,120,1,11,54,"[{'Willow Glen Elementary School': '5', 'Willow Glen Middle School': '5', 'Willow Glen High School': '6'}]",91.0,,,,0,0,0,0,0,1,0,1,https://www.redfin.com//CA/San-Jose/1074-Glen-Echo-Ave-95125/home/1469475,0,0
"11,75,000","1126 Dinkel Ct,SAN JOSE, CA 95118",3.0,2.5,1619.0,Active,8.0,Townhouse,$381,1981.0,"$6,968",$726,,80,2.0,,10,84,1,24,75,"[{'Almaden Elementary School': '4', 'John Muir Middle School': '5', 'Pioneer High School': '7'}]",92.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1126-Dinkel-Ct-95118/home/1288879,0,1
"23,50,000","1148 Holly Ann Pl,SAN JOSE, CA 95120",4.0,2.0,1911.0,Active,8.0,Single,,1974.0,"$13,173","$1,230",,27,35.0,,10,62,1,21,50,"[{'Williams Elementary School': '9', 'Bret Harte Middle School': '7', 'Leland High School': '8'}]",92.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/1148-Holly-Ann-Pl-95120/home/1145427,0,1
"17,99,000","600 Lisa Way,CAMPBELL, CA 95008",3.0,2.0,1528.0,,,Single,,1977.0,"$10,084","$1,177",,70,4.0,,8,66,1,15,48,"[{'George C. Payne Elementary School': '7', 'Moreland Middle School': '6', 'Prospect High School': '7'}]",91.0,,,,1,0,1,0,1,1,0,1,https://www.redfin.com//CA/Campbell/600-Lisa-Way-95008/home/756458,0,0
"15,00,000","5945 Drytown Pl,SAN JOSE, CA 95120",3.0,2.5,2175.0,Active,8.0,Townhouse,$792,1981.0,"$9,200",$690,61.0,55,1.0,55.0,9,70,1,29,60,"[{'Los Alamitos Elementary School': '8', 'Castillero Middle School': '6', 'Pioneer High School': '7'}]",93.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/5945-Drytown-Pl-95120/home/929084,0,1
"9,99,950","503 Paiute Ln,SAN JOSE, CA 95123",3.0,2.0,1208.0,Active,8.0,Single,,1965.0,"$5,605",$828,,58,1.0,58.0,8,75,1,20,52,"[{'Frost (earl) Elementary School': '6', 'Herman (leonard) Intermediate School': '7', 'Challenger School - Shawnee': '-', 'Apostles Lutheran School': '-', 'Discovery Charter 2': '6', 'Santa Teresa High School': '8'}]",91.0,"4,171",190.0,21.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/503-Paiute-Ln-95123/home/986814,0,0
"17,50,000","867 Pinewood Dr,SAN JOSE, CA 95129",3.0,2.0,1547.0,,,Single,,1955.0,"$9,810","$1,131",,46,2.0,68.0,11,72,3,19,66,"[{'Easterbrook Discovery': '8', 'Golden State Academy': '-', 'Challenger - Strawberry Park': '-', 'West Valley Middle School': '-', 'Queen of Apostles School': '-', 'Prospect High School': '7'}]",91.0,"6,087",201.0,52.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/867-Pinewood-Dr-95129/home/1531885,0,1
"10,49,000","481 N 18th St,SAN JOSE, CA 95112",4.0,2.0,1236.0,Active,8.0,Single,,1924.0,"$5,880",$849,,63,7.0,63.0,16,70,1,21,49,"[{'Empire Gardens Elementary School': '4', 'Peter Burnett Middle School': '4', 'San Jose High School': '3'}]",93.0,"1,666",93.0,99.0,1,0,1,1,0,1,1,0,https://www.redfin.com//CA/San-Jose/481-N-18th-St-95112/home/565999,0,0
"16,99,000","14305 Branham Ln,SAN JOSE, CA 95124",4.0,2.5,1544.0,,,Single,,1952.0,"$9,524","$1,100",,43,58.0,,8,110,1,26,40,"[{'Oster Elementary School': '8', 'Dartmouth Middle School': '7', 'Leigh High School': '8'}]",91.0,"2,894",144.0,246.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/14305-Branham-Ln-95124/home/651185,0,0
"21,98,000","943 Brookgrove Ln,CUPERTINO, CA 95014",4.0,2.0,1432.0,,,Single,,1960.0,"$12,321","$1,535",,69,9.0,69.0,7,70,1,19,91,"[{'D. J. Sedgwick Elementary School': '7', 'Warren E. Hyde Middle School': '7', 'Cupertino High School': '9'}]",92.0,,,,1,0,0,1,1,0,1,1,https://www.redfin.com//CA/Cupertino/943-Brookgrove-Ln-95014/home/1065812,0,1
"21,99,000","1456 Kinsport Ln,SAN JOSE, CA 95120",4.0,2.5,2033.0,Active,8.0,Single,,1971.0,"$12,327","$1,082",,48,1.0,59.0,7,86,1,30,61,"[{'Guadalupe Elementary School': '8', 'Dartmouth Middle School': '7', 'Branham High School': '8', 'Leigh High School': '8'}]",93.0,"2,567",139.0,146.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/San-Jose/1456-Kinsport-Ln-95120/home/1712897,0,1
